0,0.000829,-0.000762,
1,0.000986,-0.000168,
2,0.001984,-0.000930,
3,-0.001543,-0.001446,
4,0.001260,-0.001554,
5,-0.000442,-0.000326,
6,0.001172,-0.000790,
7,0.000641,-0.000207,
8,0.000561,-0.000271,
9,0.000762,0.000739,
10,0.000693,-0.001280,
11,0.000020,-0.000296,
12,-0.000555,-0.001355,
13,0.001409,0.000703,
14,0.000414,-0.001943,
15,0.000756,-0.001307,
16,-0.001361,-0.000618,
17,-0.000129,-0.001009,
18,-0.000292,0.000555,
19,-0.000213,-0.000088,
20,0.000752,-0.000022,
21,0.002870,-0.001351,
22,0.001131,0.000543,
23,0.000813,-0.000798,
24,0.000232,-0.000580,
25,0.000954,-0.000236,
26,0.001046,-0.000420,
27,0.001521,-0.000580,
28,0.001058,-0.000843,
29,-0.001591,0.001387,
30,0.000995,0.000782,
31,0.001172,-0.001168,
32,0.001014,-0.001815,
33,0.001524,0.000926,
34,0.000115,-0.000217,
35,0.001594,0.000867,
36,0.001663,0.000256,
37,0.002772,0.000150,
38,0.001356,-0.000923,
39,0.001288,-0.000390,
40,0.000372,0.000710,
41,-0.000438,0.001212,
42,-0.001238,-0.000414,
43,-0.001536,-0.000907,
44,-0.001083,-0.002413,
45,-0.000863,-0.000034,
46,-0.001324,-0.000850,
47,-0.001569,-0.000525,
48,-0.001779,-0.001555,
49,-0.000383,0.000427,
50,-0.002017,-0.001443,
51,-0.002808,-0.001331,
52,-0.000018,-0.000614,
53,-0.001149,-0.000862,
54,-0.001656,-0.002699,
55,-0.001852,-0.001154,
56,-0.002441,0.000978,
57,-0.000962,-0.000747,
58,-0.002023,-0.001339,
59,-0.001986,-0.001495,
60,-0.001714,-0.001269,
61,-0.001913,-0.000835,
62,-0.001862,-0.000926,
63,0.001177,-0.001136,
64,-0.001562,-0.000203,
65,-0.000570,-0.000521,
66,0.000047,0.000485,
67,-0.002029,-0.000231,
68,0.000095,-0.001181,
69,-0.000940,-0.000088,
70,-0.001154,0.000007,
71,-0.001361,0.001288,
72,0.000048,-0.001391,
73,-0.001385,-0.000590,
74,-0.001326,-0.002663,
75,-0.000993,-0.002752,
76,-0.002632,-0.000320,
77,0.001840,-0.003273,
78,-0.000697,-0.000902,
79,-0.001494,-0.002415,
80,-0.001671,-0.001333,
81,-0.001741,-0.000635,
82,-0.001080,-0.002244,
83,-0.001283,0.000788,
